id,content,title,1 - Analytical,1 - Empirical,1 - Hybrid,1 - ML,1 - Analytical - prediction,1 - Empirical - prediction,1 - Hybrid - prediction,1 - ML - prediction,Method
17463,"Evaluación sísmica de los edificios de mampostería típicos de Barcelona aplicando la metodología Risk-UE Resumen En este trabajo se realiza un estudio para evaluar la vulnerabilidad y el daño sísmico en edificios de obra de fábrica de ladrillo no reforzada. Se han elegido 3 modelos de edificios representativos del distrito Eixample de Barcelona. El análisis de la vulnerabilidad sísmica se lleva a cabo mediante la metodología Risk-UE. La demanda sísmica se define a partir del espectro de proyecto elástico con 5% de amortiguamiento, definido, en este caso, por el Eurocódigo 8. Las curvas de fragilidad se obtienen a partir de un análisis no lineal, teniendo en cuenta los espectros de capacidad. El daño sísmico esperado se consigue con las matrices de probabilidad de daño, las cuales indican la probabilidad de ocurrencia de un estado de daño para una demanda sísmica específica. La modelización de los edificios se realiza con el programa TreMuri mediante un modelo de macroelementos, el cual representa las paredes de los edificios. Los edificios aquí analizados son reales y se dispuso de planos e informes específicos. Los resultados obtenidos muestran una vulnerabilidad importante en este tipo de edificios, teniendo en cuenta el escenario sísmico considerado el daño sísmico esperado es alto. In this work, a study about the vulnerability and seismic damage of unreinforced masonry buildings is carried out. Three models of buildings representatives of the Eixample district of Barcelona have been chosen. The seismic vulnerability is evaluated by means of the Risk-UE methodology. The seismic demand is described by elastic project spectrum, in this case, defined by the Eurocode 8. Fragility curves are obtained from a nonlinear analysis, considering the capacity spectra. Expected seismic damage is gotten with the damage probability matrices, which indicate the occurrence probability of a damage state for a seismic demand given. The analysis of the buildings has been performed by TreMuri program by means of a macroelements model, which represents of a whole masonry panel. The buildings, here, analyzed are real and detailed structural drawings and reports have been used to model them. The results shown a considerable vulnerability in this type of buildings, therefore, in spite of the seismic hazard the expected seismic risk is significant. Vulnerability  Fragility curves  Seismic damage  Capacity spectra  Curvas de fragilidad  Daño sísmico  Espectros de capacidad  Mampostería y análisis  Masonry and pushover analysis  Vulnerabilidad None",Evaluación sísmica de los edificios de mampostería típicos de Barcelona aplicando la metodología Risk-UE,0.0,0.0,0.0,0.0,0.5,0.010089459601475444,0.06462001178890456,0.030889810937608727,Analytical
16874,"Development of an integrated approach for Algerian building seismic damage assessment This paper presents a framework for seismic damage evaluation for Algerian buildings adapted from HAZUS approach (Hazard-United States). Capacity and fragility curves were adapted to fit the Algerian building typologies (Reinforced Concrete structures, Confined or Non-Confined Masonry, etc). For prediction purposes, it aims to estimate the damages and potential losses that may be generated by a given earthquake in a prone area or country. Its efficiency is validated by comparing the estimated and observed damages in Boumerdès city, in the aftermath of Boumerdès earthquake (Algeria: May 21st 2003; Mw = 6.8). For this purpose, observed damages reported for almost 3,700 buildings are compared to the theoretical predictions obtained under two distinct modelling of the seismic hazard. In one hand, the site response spectrum is built according to real accelerometric records obtained during the main shock. In the other hand, the effective Algerian seismic code response spectrum (RPA 99) in use by the time of the earthquake is considered; it required the prior fitting of Boumerdès site PGA (Peak Ground Acceleration) provided by Ambraseys' attenuation relationship. Copyright © 2013 Techno-Press, Ltd. Algerian buildings  Algerian seismic code  Boumerdès earthquake  HAZUS  Seismic damage Buildings  Concrete construction  Damage detection  Hazards  Reinforced concrete  Seismic response  Structural analysis  Attenuation relationships  Building seismic damage  HAZUS  Integrated approach  Peak ground acceleration  Seismic code  Seismic damage  Seismic damage evaluation  Earthquakes",Development of an integrated approach for Algerian building seismic damage assessment,0.0,0.0,0.0,0.0,0.2002709431995761,0.08722002231187492,0.05662263872778806,0.022260058293903512,Analytical
20996,"Seismic risk analysis of multistory reinforced concrete structures in Saudi Arabia In this research, analytical fragility curves for typical mid-rise plane reinforced concrete moment-resisting frames in Kingdom of Saudi Arabia, KSA, which is considered low-seismicity area, are presented. The fragility curves are developed for 12-story reinforced concrete structure designed according to Saudi Building Code under dead, live and seismic loads. Three cities with different seismic intensities; Abha, Jazan and Al-Sharaf were selected to cover various values of mapped spectral accelerations in KSA. The 0.2-second spectral accelerations range from 0.21 g to 0.66 g while the 1.0-second spectral accelerations range from 0.061 g to 0.23 g. Incremental Dynamic Analysis, IDA, was performed under twelve ground motions using SeismoStruct. Five performance levels; Operational, Immediate Occupancy, Damage Control, Life Safety and Collapse Prevention, which define different possible damage states of a building after an earthquake, were considered and monitored in the analysis. Based on the results of the IDA and statistical analysis, the probability of reaching or exceeding a specific damage state was calculated for each structural model in the three cities. The results were fitted and the fragility curves were developed and presented. © 2018 The Author Building codes  Fragility curves  IDA  Performance-based design  Seismic risk analysis Building codes  Concrete buildings  Concrete construction  Reinforced concrete  Risk assessment  Seismic design  Seismology  Collapse prevention  Fragility curves  Incremental dynamic analysis  Kingdom of Saudi Arabia  Moment resisting frames  Performance based design  Spectral acceleration  Structural modeling  Risk analysis",Seismic risk analysis of multistory reinforced concrete structures in Saudi Arabia,0.0,0.0,0.0,0.0,0.6308488997733281,0.010444512755987474,0.06643080993103762,0.00244552948614132,Analytical
20688,"Seismic Fragility Evaluation of Existing RC Frame and URM Buildings in Algeria The main objective of this present work is to estimate the seismic fragility of typical existing buildings in the north part of Algeria, in which we evaluate the performance, the seismic vulnerability and the damage of reinforced concrete frame structures and URM masonry buildings, existing in dominant way in the city of Algiers (Algeria). An analytical procedure for the derivation of fragility curves is proposed. The capacity spectrum method and seismic damage potential for the city, starting from capacity and fragility curves, are then discussed. Different tools regarding the determination of capacity curves of different existing structural systems by using a non-linear structural analysis are implemented and explained. Four damage states are defined for both structural systems. The earthquake action is expressed in terms of spectral values and the seismic quality of the buildings; the probabilities of the damage states are obtained considering a lognormal probability distribution. An ADRS format has been used for the studied area where a significant damage is obtained for mid-rise and high-rise masonry buildings. © 2017, Iran University of Science and Technology. Capacity spectrum  Fragility curves  Masonry  Reinforced concrete  Seismic damage  Vulnerability Buildings  Concrete construction  Earthquakes  Probability distributions  Reinforced concrete  Capacity spectrum  Fragility curves  Masonry  Seismic damage  Vulnerability  Structural analysis",Seismic Fragility Evaluation of Existing RC Frame and URM Buildings in Algeria,0.0,0.0,0.0,0.0,0.7007874291783751,0.05010318680646395,0.05245850257256514,0.0030936482570738206,Analytical
17853,"Flood risk analyses - How detailed do we need to be? Applied flood risk analyses, especially in urban areas, very often pose the question how detailed the analysis needs to be in order to give a realistic figure of the expected risk. The methods used in research and practical applications range from very basic approaches with numerous simplifying assumptions up to very sophisticated, data and calculation time demanding applications both on the hazard and on the vulnerability part of the risk. In order to shed some light on the question of required model complexity in flood risk analyses and outputs sufficiently fulfilling the task at hand, a number of combinations of models of different complexity both on the hazard and on the vulnerability side were tested in a case study. The different models can be organized in a model matrix of different complexity levels: On the hazard side, the approaches/models selected were (A) linear interpolation of gauge water levels and intersection with a digital elevation model (DEM), (B) a mixed 1D/2D hydraulic model with simplifying assumptions (LISFLOOD-FP) and (C) a Saint-Venant 2D zero-inertia hyperbolic hydraulic model considering the built environment and infrastructure. On the vulnerability side, the models used for the estimation of direct damage to residential buildings are in order of increasing complexity: (I) meso-scale stage-damage functions applied to CORINE land cover data, (II) the rule-based meso-scale model FLEMOps+ using census data on the municipal building stock and CORINE land cover data and (III) a rule-based micro-scale model applied to a detailed building inventory. Besides the inundation depths, the latter two models consider different building types and qualities as well as the level of private precaution and contamination of the floodwater. The models were applied in a municipality in east Germany, Eilenburg. It suffered extraordinary damage during the flood of August 2002, which was well documented as were the inundation extent and depths. These data provide an almost unique data set for the validation of flood risk analyses. The analysis shows that the combination of the 1D/2D model and the meso-scale damage model FLEMOps+ performed best and provide the best compromise between data requirements, simulation effort, and an acceptable accuracy of the results. The more detailed approaches suffered from complex model set-up, high data requirements, and long computation times. © Springer Science+Business Media B.V. 2008. Damage estimation  Flood risk  Hydraulic modelling  Model performance  Predictionun certainty computer simulation  digital elevation model  estimation method  flood damage  flood forecasting  flooding  interpolation  model validation  numerical model  risk assessment  uncertainty analysis  vulnerability",Flood risk analyses - How detailed do we need to be?,0.0,0.0,0.0,0.0,0.13100578553523862,0.06467918948456888,0.28262170434679074,0.017839175242354847,Hybrid
13373,"Seismic Fragility Curves of Industrial Buildings by Using Nonlinear Analysis This study presents the steel fragility curves and performance curves of industrial buildings of different geometries. The fragility curves were obtained for different building geometries, and the performance curves were developed based on lateral load, which is affected by the geometry of the building. Three records of far-field ground motion were used for incremental dynamic analysis (IDA), and the design lateral loads for pushover analysis (POA). All designs were based on British Standard (BS 5950); however, Eurocode 8 was preferred for seismic consideration in the analysis because BS 5950 does not specify any seismic provision. The five levels of performance stated by FEMA-273, namely, operational phase, immediate occupancy, damage control, life safety, and collapse prevention (CP) were used as main guidelines for evaluating structural performance. For POA, Model 2 had highest base shear, followed by Model 1 and Model 3, even though Model 2 has a smaller structure compared with Model 3. Meanwhile, the fragility curves showed that the probability of reaching or exceeding the CP level of Model 2 is the highest, followed by that of Models 1 and 3. © The Authors, published by EDP Sciences, 2017. None Buildings  Environmental engineering  Geometry  Nonlinear analysis  Office buildings  Seismology  Structural analysis  Collapse prevention  Different geometry  Far-field ground motion  Incremental dynamic analysis  Industrial buildings  Push-over analysis  Seismic fragility curves  Structural performance  Structural design",Seismic Fragility Curves of Industrial Buildings by Using Nonlinear Analysis,1.0,0.0,0.0,0.0,,,,,Analytical
13315,"Seismic damage and fragility assessment of ancient masonry churches located in central Chile An assessment of damage and seismic fragility of historical unreinforced masonry churches located in Chile's central valley was carried out employing the results of a field survey of 106 ancient churches, after the 2010 Maule earthquake. The observed damage was correlated with recurrent failure mechanisms of unreinforced masonry structures, by taking into account 22 local mechanisms involving macro-elements on these churches. The average damage level suffered by each church was computed considering the global and local behaviors of the structures through a damage index computed as a weighted mean of the levels of damage observed for each mechanism. The results of this damage index method are used to obtain Probability Mass Functions and suitable probabilistic tools are used to propose Empirical Fragility Curves (EFCs) for these structures. The EFCs are directly usable by stakeholders involved in risk assessment aimed to the prioritization of possible future damage mitigation strategies and other decision making processes relative to this historical heritage. Fragility curves  Masonry churches  Heritage built  Seismic fragility assessment VULNERABILITY ASSESSMENT  RISK-ASSESSMENT  STATISTICAL-ANALYSIS  EARTHQUAKE  PROBABILITY  BUILDINGS  SCENARIOS  ABRUZZI",Seismic damage and fragility assessment of ancient masonry churches located in central Chile,0.0,1.0,0.0,0.0,,,,,Empirical
15108,"A deep learning approach to rapid regional post-event seismic damage assessment using time-frequency distributions of ground motions Every year, earthquakes result in severe economic losses and a significant number of casualties worldwide. In limiting the losses that occur after these extreme events, timely and accurate assessment of seismic damages and mobilizing proportionate post-event relief efforts play crucial roles. Traditional on-site investigation generally results in prolonged evaluation windows. Several computational alternatives exist that show promise in addressing the downsides of the traditional approach. Damage estimates based on pre-computed fragility libraries can provide near-real time seismic damage quantification, but at present, they are coarse and involve considerable uncertainties. Estimates based on nonlinear time-history analyses simulate the seismic response in greater detail, yet due to the computation and data requirements, their use at the regional scale is challenging. Given this perspective, herein, a rapid regional post-event seismic damage assessment procedure based on convolutional neural network (CNN) is proposed. In this approach, an inventory of buildings, anticipated ground motion datasets, and corresponding damage levels for a region are brought together into a scenario bank. The time-frequency distribution graphs of the ground motions, which serve as detailed visual representations of their frequency-domain as well as time-domain features, are generated. These data are then used to train CNN models, which could predict the damage states. The proposed methodology is verified through two numerical studies—one for an individual building, and the other, regional case, involving the buildings in the Tsinghua University campus. The results confirm that the proposed method offers prediction results with sufficient accuracy in near real-time. © 2021 John Wiley & Sons Ltd. convolutional neural network (CNN)  real-time  seismic damage prediction  time-frequency distribution (TFD) Bridge components  Convolutional neural networks  Damage detection  Frequency domain analysis  Losses  Robustness (control systems)  Seismic response  Structural analysis  Time domain analysis  Uncertainty analysis  Nonlinear time history analysis  On site investigations  Seismic damage assessment  Time domain features  Time-frequency distributions  Traditional approaches  Tsinghua University  Visual representations  Deep learning  building  ground motion  machine learning  real time  seismic response  temporal distribution",A deep learning approach to rapid regional post-event seismic damage assessment using time-frequency distributions of ground motions,0.0,0.0,0.0,0.0,0.05774838001423575,0.011102806563945227,0.007330385960875121,0.5627736419054853,ML
19663,"Preliminary Seismic Damage Assessment of Mexican Churches after September 2017 Earthquakes The article presents a preliminary assessment of seismic damage shown by 60 Mexican churches after the two earthquakes arisen in September 2017. The first earthquake occurred on September 7th and hit mainly the States of Chiapas, Oaxaca, and Tabasco, with a magnitude Mw 8.2. The second, on 19th September struck the central Mexico area, mainly the Puebla and Morelos State, and had a magnitude Mw 7.1. The data analyzed were collected through a systematic survey campaign that is still in progress, and by applying a specific Mexican form obtained from the Italian one including some new observed response mechanisms, typical of churches typology examined. The paper concludes with a statistical analysis of the seismic damage conducted with the tool of Damage Probability Matrixes (DPMs) and fragility curves. © 2019 Taylor & Francis. Ancient churches  damage probability matrix  fragility curves  macro-elements  seismic damage assessment  seismic vulnerability Bridge components  Damage detection  Religious buildings  Damage probability matrices  Fragility curves  Macro element  Seismic damage assessment  Seismic vulnerability  Earthquakes  assessment method  building  earthquake event  earthquake magnitude  matrix  seismic response  spatiotemporal analysis  vulnerability  Mexico [North America]",Preliminary Seismic Damage Assessment of Mexican Churches after September 2017 Earthquakes,0.0,0.0,0.0,0.0,0.05227045021652191,0.17451388086679456,0.14179685144317788,0.020855016763342147,Empirical
21675,"Surrogate probabilistic seismic demand modelling of inelastic single-degree-of-freedom systems for efficient earthquake risk applications This paper proposes surrogate models (or metamodels) mapping the parameters controlling the dynamic behaviour of inelastic single-degree-of-freedom (SDoF) systems (i.e., force-displacement capacity curve, hysteretic behaviour) and the parameters of their probabilistic seismic demand model (PSDM, i.e., conditional distribution of an engineering demand parameter [EDP] given a ground-motion intensity measure [IM]). These metamodels allow the rapid derivation of fragility curves of SDoF representation of structures. Gaussian Process (GP) regression is selected as the metamodelling approach because of their flexibility in implementation, the resulting accuracy and computational efficiency. The metamodel training dataset includes 10,000 SDoF systems analysed via cloud-based non-linear time-history analysis (NLTHA) using recorded ground motions. The proposed GP regressions are tested in predicting the PSDM of both the SDoF database (through ten-fold cross validation) and eight realistic reinforced concrete (RC) frames, benchmarking the results against NLTHA. An application is conducted to propagate such modelling uncertainty to both fragility and vulnerability/loss estimations. Error levels are deemed satisfactory for practical applications, especially considering the low required modelling effort and analysis time. Regarding single-building applications enabled by the proposed metamodel, this paper presents a first attempt at a direct loss-based design procedure, which allows setting a target loss level for the designed structure (shown for a realistic RC frame). An earthquake risk model involving dynamic exposure and vulnerability modules is illustrated as an example of building portfolio applications. Specifically, the proposed application considers a retrofit-based seismic risk-reduction policy for a synthetic building portfolio, for which it is possible estimating the loss evolution over time. © 2021 The Authors. Earthquake Engineering & Structural Dynamics published by John Wiley & Sons Ltd. None Computational efficiency  Degrees of freedom (mechanics)  Earthquakes  Gaussian distribution  Gaussian noise (electronic)  Regression analysis  Reinforced concrete  Risk assessment  Risk perception  Seismic design  Uncertainty analysis  Direct loss-based design  Dynamic exposure  Dynamic exposure risk modeling  Earthquake risk  Earthquake risk modeling  Gaussian process regression  Meta model  Risk modeling  Statistic modeling  Structural dynamics  accuracy assessment  dynamic response  earthquake engineering  efficiency measurement  Gaussian method  ground motion  probability  reinforced concrete  risk assessment  seismic response  structural response",Surrogate probabilistic seismic demand modelling of inelastic single-degree-of-freedom systems for efficient earthquake risk applications,0.0,0.0,0.0,0.0,0.17187007229804946,0.012994717641544475,0.029640572583439294,0.061708525298092835,Analytical
20096,"Residential building flood damage: Insights on processes and implications for risk assessments Flood damage assessments provide critical insights on processes controlling building damage and loss. Here, we present a novel damage assessment approach to develop an empirical residential building damage database from five flood events in New Zealand. Object-level damage data was collected for flood hazard and building characteristics, along with relative building component and sub-components damage ratios. A Random Forest Model and Spearman's Rank correlation test were applied to analyse damage data variable importance and monotonic relationships. Model and test results reveal flood inundation depth above first finished floor level is highly important and strongly correlated with total building damage ratios while flow velocity is important for structure component damage. Internal finishes components contribute highly to total building damage ratios as higher value sub-component materials are susceptible to direct damage from water contact and indirect damage during repair. The empirical damage data has several implications for damage model development due to the limited heterogeneity of flood hazard intensities and building attributes observed. Extending empirical damage data with synthetic damage data in future would support development of more representative object-specific damage models to evaluate direct tangible damages for local contexts. © 2022 The Authors. Journal of Flood Risk Management published by Chartered Institution of Water and Environmental Management and John Wiley & Sons Ltd. damage assessment  damage curves  damage models  flood damage  New Zealand  residential buildings None",Residential building flood damage: Insights on processes and implications for risk assessments,0.0,0.0,0.0,0.0,0.06624591846096238,0.5601269933760261,0.0819237010731352,0.016593719417947208,Empirical
