id,content,title,PY,wosarticle__de,wosarticle__wc,relevant,seen
12536,"The development of accurate seismic fragility curves is a key to effective seismic risk management. This study proposes a new hybrid method to derive the seismic fragility curves of reinforced concrete (RC) buildings. In the first step, nonlinear time-history analyses are conducted to analyze the inter-story drift (ISD) ratios. Based on the analysis results, analytical fragility curves are derived for three damage states of light, moderate, and severe with varying levels of peak ground acceleration (PGA). Subsequently, empirical damage data of RC buildings collected for an actual earthquake is converted to ISD ratios using empirical equations. Lastly, based on the empirical damage data, hybrid fragility curves are derived by updating the median of the ISD ratios for a reference PGA level using Bayesian updating. In addition, to update the median values at other PGA levels including no empirical data, a new scaling factor, which is the ratio of the posterior and prior median values at the reference PGA level, is proposed. To test the proposed method, it is applied to RC buildings in Pohang city, South Korea, which were subjected to a magnitude-5.4 earthquake in 2017. From the comparison of analytical fragility curves with hybrid fragility curves, it is observed that the analytical curves overestimate the seismic vulnerability of the RC buildings, and the proposed method provides hybrid fragility curves successfully. © 2019 European Safety and Reliability Association. Published by Research Publishing, Singapore.",A new hybrid method for seismic fragility analysis of reinforced concrete buildings,2020,Analytical fragility  Empirical data  Hybrid method  Reinforced concrete building  Seismic fragility,Concrete buildings  Concrete construction  Earthquakes  Risk management  Safety engineering  Analytical curves  Empirical equations  Nonlinear time history analysis  Peak ground acceleration  Seismic fragility analysis  Seismic fragility curves  Seismic risk management  Seismic vulnerability  Reinforced concrete,1,1
12543,"Among all the natural disasters, earthquakes are the most destructive calamities since they cause a plenty of injuries and economic losses leaving behind a series of signs of panic. The present study highlights the moment-curvature relationships for the structural elements such as beam and column elements and Non-Linear Static Pushover Analysis of RC frame structures since it is a very simplified procedure of non-linear static analysis. The highly popular model namely Mander's model and Kent and Park model are considered and then, seismic risk evaluation of RC building has been conducted using SAP 2000 version 17 treating uncertainty in strength as a parameter. From the obtained capacity and demand curves, the performance level of the structure has been defined. The seismic fragility curves were developed for the variations in the material strength and damage state threshold are calculated. Also the comparison of experimental and analytical results has been conducted. © 2016 Techno-Press, Ltd.",A parametric study on seismic fragility analysis of RC buildings,2016,Damage state thresholds  Fragility analysis  Kent and park model  Mander model  Moment-curvature relationship  Pushover analysis,Concrete buildings  Disasters  Losses  Damage state  Fragility analysis  Moment-curvature relationship  Park models  Push-over analysis  Seismology,1,1
12545,"The intensity and/or frequency of hurricane storms may change due to the impact of potential climate change. This paper presents a probabilistic framework to assess the hurricane damage to residential constructions considering the non-stationarity and correlation in hurricane actions. The framework includes a non-stationary Poisson process of hurricane occurrence, a failure rate function of hurricane damage, and explicit formulas for evaluating the mean and variance of annual hurricane damage. The framework is illustrated using a case study of Miami-Dade County, Florida, where the current probabilistic models of hurricane intensity and occurrence rate were estimated by examining hurricane history in this area. The impacts of time-variant hurricane intensity and time-variant hurricane frequency on building damage are assessed individually using the developed framework. The paper also investigates the effects of correlation in hurricane wind speeds on hurricane damage. © 2016 Elsevier Ltd.",A probabilistic framework for hurricane damage assessment considering non-stationarity and correlation in hurricane actions,2016,Climate change  Correlation in wind speeds  Damage assessment  Hurricane  Structural reliability  Time-variant frequency  Time-variant intensity,Climate change  Damage detection  Hurricane effects  Wind  Damage assessments  Failure rate functions  Probabilistic framework  Probabilistic models  Residential construction  Structural reliability  Time variant  Wind speed  Hurricanes,1,1
12549,"Risk-based approaches have been increasingly accepted and operationalized in flood risk management during recent decades. For instance, commercial flood risk models are used by the insurance industry to assess potential losses, establish the pricing of policies and determine reinsurance needs. Despite considerable progress in the development of loss estimation tools since the 1980s, loss estimates still reflect high uncertainties and disparities that often lead to questioning their quality. This requires an assessment of the validity and robustness of loss models as it affects prioritization and investment decision in flood risk management as well as regulatory requirements and business decisions in the insurance industry. Hence, more effort is needed to quantify uncertainties and undertake validations. Due to a lack of detailed and reliable flood loss data, first order validations are difficult to accomplish, so that model comparisons in terms of benchmarking are essential. It is checked if the models are informed by existing data and knowledge and if the assumptions made in the models are aligned with the existing knowledge. When this alignment is confirmed through validation or benchmarking exercises, the user gains confidence in the models. Before these benchmarking exercises are feasible, however, a cohesive survey of existing knowledge needs to be undertaken. With that aim, this work presents a review of flood loss-or flood vulnerability-relationships collected from the public domain and some professional sources. Our survey analyses 61 sources consisting of publications or software packages, of which 47 are reviewed in detail. This exercise results in probably the most complete review of flood loss models to date containing nearly a thousand vulnerability functions. These functions are highly heterogeneous and only about half of the loss models are found to be accompanied by explicit validation at the time of their proposal. This paper exemplarily presents an approach for a quantitative comparison of disparate models via the reduction to the joint input variables of all models. Harmonization of models for benchmarking and comparison requires profound insight into the model structures, mechanisms and underlying assumptions. Possibilities and challenges are discussed that exist in model harmonization and the application of the inventory in a benchmarking framework.",A Review of Flood Loss Models as Basis for Harmonization and Benchmarking,2016,None,OF-THE-ART  DAMAGE ASSESSMENT  RISK  ALLEVIATION  BUILDINGS  INSURANCE  IMPACT,1,1
12554,"Ground motion records are generally required to develop fragility curves which are utilized in seismic loss estimation studies for earthquake prone zones. These records could be 'real', i.e. recorded acceleration time series or 'simulated' records consistent with the regional seismicity and produced using alternative simulation techniques. This study mainly concentrates on development of fragility curves for masonry buildings located in Erzincan (eastern Turkey) using 'simulated' ground motion records and evaluates the suitability of these fragilities by comparing with the curves developed utilizing 'real' records. To generate a set of scenario earthquakes by using regional seismicity parameters of Erzincan, stochastic finite-fault methodology has been employed as the simulation technique. The 'real' records, on the other hand, are selected from Pacific Earthquake Engineering Research Center's NGA-West2 ground motion database and chosen to be compatible with the seismological characteristics of the region of interest. The records are imposed on a set of masonry buildings (with 1-, 2-, 3-stories and 3 different quality classes) representing the building stock in Erzincan. To assess the dynamic responses of the structures, nonlinear time history analyses utilizing equivalent single-degree-of-freedom systems are performed on OpenSees platform. Afterwards, fragility curves for three limit states (Immediate Occupancy, Life Safety and Collapse Prevention) are generated. This study also investigates the sensitivity of these fragility curves to ground motion variability and two alternative fragility curve generation methods. © 2017 The Authors. Published by Elsevier Ltd.",A study on fragility analyses of masonry buildings in Erzincan (Turkey) utilizing simulated and real ground motion records,2017,Erzincan (Turkey)  Fragility analysis  masonry structures  real ground motion records  simulated ground motion records,Degrees of freedom (mechanics)  Earthquake effects  Earthquake engineering  Geophysics  Image segmentation  Masonry construction  Masonry materials  Random processes  Seismology  Stochastic systems  Structural analysis  Structural dynamics  Erzincan (Turkey)  Fragility analysis  Ground motions  Ground-motion variability  Masonry structures  Nonlinear time history analysis  Pacific earthquake engineering research centers  Single degree of freedom systems  Earthquakes,1,1
12572,"The incremental dynamic analysis (IDA) is a powerful methodology that can be easily extended for calculating probabilistic seismic damage curves. These curves are metadata to assess the seismic risk of structures. Although this methodology requires a relevant computational effort, it should be the reference to correctly estimate the seismic risk of structures. Nevertheless, it would be of high practical interest to have a simpler methodology, based for instance on the pushover analysis (PA), to obtain similar results to those based on IDA. In this article, PA is used to obtain probabilistic seismic damage curves from the stiffness degradation and the energy of the nonlinear part of the capacity curve. A fully probabilistic methodology is tackled by means of Monte Carlo simulations with the purpose of establishing that the results based on the simplified proposed approach are compatible with those obtained with the IDA. Comparisons between the results of both approaches are included for a low- to midrise reinforced concrete building. The proposed methodology significantly reduces the computational effort when calculating probabilistic seismic damage curves. (C) 2019 American Society of Civil Engineers.",An Efficient Methodology to Estimate Probabilistic Seismic Damage Curves,2019,None,PUSHOVER ANALYSIS PROCEDURE  REINFORCED-CONCRETE BUILDINGS  GROUND-MOTION  CAPACITY  DEMANDS  UNCERTAINTY  FRAGILITY  IMPACT  RISK,1,1
12573,"The 2015 Gorkha earthquake in Nepal damaged more than 28,000 school buildings across the affected areas. Nepali school buildings can broadly be categorized into special moment-resisting frame, brick masonry, stone masonry, timber, and composite construction (steel and masonry). This paper proposes a new methodology to designate seismic vulnerability of these building categories. The proposed methodology is based on the field study of around 3389 school buildings in central Nepal. Structural, non-structural, architectural, site conditions, seismic enhancement and retrofitting, and multi-hazard parameters are incorporated to develop a scoring system. Indexed based system is introduced using sensitivity analysis which allows the designation of total vulnerability scores to individual buildings. The scores are modified based on the level of seismic strengthening/retrofitting. Based on the total vulnerability score, a qualitative vulnerability level is assigned to the individual building. The results highlight that more than 90% of Nepali school buildings are moderate to very highly vulnerable.",An empirical method for seismic vulnerability assessment of Nepali school buildings,2020,Seismic vulnerability  School building  Gorkha earthquake  Brick masonry  Stone masonry  Timber frame,STONE MASONRY BUILDINGS  FRAGILITY FUNCTIONS  RESIDENTIAL BUILDINGS  DAMAGE ASSESSMENT  PERFORMANCE,1,1
12574,"The tornado risk assessment methodology currently used by both private and public agencies utilizes empirically derived loss models that rely on historical claims data for predicting future effects of tornadoes. The accuracy of these empirical models is dependent on many factors, including the quality and quantity of available historical data, accuracy of the tornado intensity models, and the universality of applying those empirical models from one region to another. A more rigorous approach may be the development of engineering-based damage assessment models, made applicable to construction in any region and to any tornado that varies in size and strength. This chapter presents a framework for an engineering-based tornado damage assessment (ETDA) for low-rise buildings. The model predicts damage on the most vulnerable sector of the built environment, nonengineered residential buildings. The model components include a translating tornado vortex model, a tornado-induced wind load calculation approach, a probabilistic wind-borne debris impact model, and a time-variant model for internal pressure changes within the structure. The time evolution of structural damage to a building is determined using successive time steps of component level wind loading vs. structural resistance as the tornado translates past the building. The output of this model is a percentage damage index for each component and the overall building damage ratio. The ETDA model is illustrated using four houses damaged in the 2011 Joplin, MO, tornado. Predicted damage using the ETDA model is in good agreement (within 15?%) of post-tornado damage observations reported by the third author. © Springer International Publishing Switzerland 2016.",An engineering-based approach to predict Tornado-induced damage,2016,None,Buildings  Risk assessment  Structural analysis  Tornadoes  Damage assessment models  Low-rise buildings  Residential building  Risk assessment methodologies  Structural damages  Structural resistance  Tornado intensity  Tornado-induced wind loads  Damage detection,1,1
12582,"The paper presents a new integrated model for the ex-ante evaluation of flood Expected Annual Damage (EAD) with specific reference to the direct damage to residential buildings. Starting from the analysis of an existing flood-damage model developed in other contexts, we propose an integrated evaluation model based on the definition of an analytic “stage damage curve” for different typology of residential buildings. The model is based on the integration of hydraulic model, combined with an ex-ante damage evaluation model, as a decision-support tool for sustainable risk management. Finally, combining hazard and vulnerability levels by using a GIS-based toolbox, the EAD to an urban area is obtained. The proposed model is then tested in a residential urban area of the municipality of Olbia in Italy, which was damaged by the extraordinary flood on November 2013. The comparison, between the ex-post assessed damage and the ex-ante evaluation based on the application of the model, enables to verify high reliability of the results obtained. © Springer International Publishing AG 2017.",An integrated model for Ex-ante evaluation of flood damage to residential building,2017,Ex ante evaluation  Expected annual damage  Hydrogeological risk  Integrated model,Decision support systems  Flood damage  Housing  Hydraulic models  Risk management  Damage evaluation  Decision support tools  Ex ante evaluation  Expected annual damages  Hydro-geological risk  Integrated evaluation  Integrated modeling  Residential building  Damage detection,1,1
12585,"The paper presents in a chronological and systematic way the development of the hybrid method for seismic vulnerability assessment of structures, which combines the use of empirical databases of earthquake damage with the results of nonlinear analysis of representative structural models. The key concepts and milestones in the development of the method are identified, and selected examples of its application are summarised. The first part of the paper focuses on the derivation of hybrid damage probability matrices and the second one with the derivation of fragility curves for reinforced concrete and masonry buildings. Finally, some general conclusions are drawn and directions of future research on the hybrid approach are suggested. © 2016 Informa UK Limited, trading as Taylor & Francis Group.",An overview of the development of the hybrid method for seismic vulnerability assessment of buildings,2016,fragility curves  hybrid methodology  loss assessment  masonry buildings  reinforced concrete buildings  Seismic vulnerability,Concrete buildings  Earthquake effects  Masonry construction  Nonlinear analysis  Reinforced concrete  Damage probability matrices  Earthquake damages  Fragility curves  Hybrid methodologies  Masonry building  Seismic vulnerability  Selected examples  Structural models  Damage detection,1,1
12591,"Hurricanes, typhoons, and cyclones (hereafter referred to as ""hurricanes"") continue to have a significant impact on residential developments around the world. As more populations continue to migrate into the path of these costly natural hazards, it is becoming increasingly important to develop new methods to quantify damage to residential developments in order to increase the resilience of communities. One way to increase community resilience from a structural engineering standpoint is to limit the damage incurred by a residential development subjected to a hurricane wind event. Previous post-hurricane damage assessments have illustrated the integrity of the building envelope plays a key role in reducing or even eliminating the significant losses typically associated with hurricane wind hazards. In order to assess the post-hurricane state of a residential development, three failure modes common to residential building envelopes are implemented using the axioms of probability to implement an analytical damage quantification method. Results illustrating the implementation of the proposed method will be presented using a probabilistic building envelope failure assessment model applied to a residential development subjected to ten synthetic hurricane events each with a maximum mean wind speed equivalent to a 700-year return period wind speed. Benefits are twofold, as this research provides (1) a useful tool for assessing the state of physical residential developments with information readily available after post-hurricane damage assessments, and (2) the ability to determine the temporal status of a residential development during the recovery process, which is crucial to implement community life-cycle resilience assessments.",Analytical damage quantification method for residential developments subjected to hurricane wind hazards,2015,None,Hazards  Housing  Hurricanes  Probability  Safety engineering  Solar buildings  Storms  Wind  Wind effects  Building envelopes  Community resiliences  Damage quantification  Failure assessment  Hurricane damage  Recovery process  Residential building  Residential development  Damage detection,1,1
12592,"M. Djamil Hospital is the largest public medical facility in Padang area with over 800 patient beds. The magnitude 7.6 Western Sumatra earthquake of September 30, 2009 caused the first floor of one housing outpatient services collapsed. Padang city is located in West Sumatra province which is recorded as an earthquake and tsunami prone area in Indonesia. Risk reduction strategy can be implemented by assessing the vulnerability of building through fragility curve. In this study, the fragility curve was carried out to an existing Maternity and Childrens's M. Djamil Hospital building due to earthquake and tsunami in sequence. Building's structural was modelled in ETABS v. 17 and analyzed by using Pushover analysis and Nonlinear Time History analysis. This structural model was subjected through a total of 40 ground motion data from El Centro, Northridge, Kobe and Padang. Each ground motion data was normalized from 0.2g to 2.0g of peak ground acceleration and continued with tsunami load. Analysis results consist of drift at yield point and structure maximum drift, which are then generated into a fragility curve based on Hazus standard. The result of earthquake fragility curve represents that the probability of slight damage level is 100%, moderate 100%, extensive 92% and collapse 5.4%. Meanwhile, earthquake-tsunami fragility curve represents the probability of slight damage level is 100%, moderate 100%, extensive 98% and collapse 11%. © Published under licence by IOP Publishing Ltd.",Analytical fragility curve development of maternity and children's M. Djamil Hospital building Padang due to earthquake and tsunami,2021,None,Disasters  Hospitals  Risk assessment  Tsunamis  Earthquake and tsunamis  Hospital buildings  Medical facility  Nonlinear time history analysis  Peak ground acceleration  Push-over analysis  Structural modeling  Sumatra earthquakes  Earthquakes,1,1
12595,"The prediction of damages caused by a tsunami over a large coastal area is a complex problem. One of the issues is the evaluation of the structural damage to buildings and infrastructures. A tsunami is preceded by a ground motion, both are caused by an earthquake. The coastal structures are hit, within a short period of time by both phenomena. In this study, we developed a method to build fragility curves for reinforced concrete structures subject to tsunami. The fragility curves are function of the intensity measure of the tsunami wave: wave height. The fragility curves of a prototype reinforced concrete building were computed through non-linear static analysis. This method can be used to assess the damage of an area once enough prototype structures are analyzed. © 2014 IEEE.",Analytical fragility curves of reinforced concrete buildings subject to tsunami waves,2015,induced forces  shear failure  shear-strength  Tsunami,Concrete buildings  Earthquakes  Shear strength  Structural analysis  Tsunamis  Coastal structures  Complex problems  induced forces  Intensity measure  Non-linear static analysis  Prototype structures  Shear failure  Structural damages  Reinforced concrete,1,1
